SampleID,Prevotella,Achromobacter,Acidovorax,Acinetobacter,Aeromonas,Alishewanella,Alloiococcus,Anaerobacillus,Anaerococcus,Anoxybacillus,Arthrobacter,Azospirillum,Bacillus,Bacteroides,Blastomonas,Blautia,Brachybacterium,Bradyrhizobium,Brevundimonas,Candidatus Nitrososphaera,Cellvibrio,Cloacibacterium,Clostridium,Comamonas,Coprococcus,Corynebacterium,Cytophaga,DA101,Dietzia,Elizabethkingia,Enhydrobacter,Enterobacter,Enterococcus,Erysipelothrix,Flavobacterium,Fusobacterium,Gardnerella,Georgenia,Halomonas,Herbaspirillum,Janthinobacterium,Kocuria,Lactobacillus,Massilia,Mesorhizobium,Microbacterium,Micrococcus,Mycobacterium,Novosphingobium,Odoribacter,Oscillospira,Paenibacillus,Parabacteroides,Paracoccus,Pedobacter,Phenylobacterium,Porphyromonas,Prevotella,Cutibacterium,Pseudochrobactrum,Pseudomonas,Rhodoplanes,Roseburia,Rothia,Ruminococcus,Sediminibacterium,Sphingobium,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Turicibacter,Xanthomonas
LKMB005_083,0,0,0,0.012199037,0.005724987,0,0,0,0,0,0,0,0.07517389,0,0,0.003959337,0,0,0.021455324,0,0,0,0,0.005617978,0,0,0,0,0,0,0,0,0,0,0,0,0.005403959,0,0.00176565,0,0.143927234,0,0,0,0,0,0.053584805,0,0,0,0,0.008266453,0,0,0.021749599,0,0,0,0.001444623,0,0.568111289,0,0,0,0,0,0.002461209,0,0.066693419,0,0,0.002461209,0
LKMB005_084,0,0,0,0,0,0,0,0,0,0,0,0,0.10690597,0,0,0,0,0,0,0,0.005462349,0,0,0.015801795,0,0.011705033,0,0.010144362,0,0.01053453,0,0,0,0,0,0,0,0,0.012095201,0,0.160554038,0.014241124,0,0,0.007413188,0,0.035895435,0,0,0,0,0,0,0,0.00351151,0,0,0,0,0,0.521849395,0,0,0,0,0.0060476,0,0,0.038821693,0,0,0.039016777,0
LKMB005_085,0,0,0,0.010264342,0,0,0,0,0,0.011248594,0,0,0.083239595,0,0,0,0,0.008858268,0.010545557,0,0,0,0,0.007311586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007452193,0,0.196287964,0,0,0,0,0,0.033464567,0,0,0,0,0,0,0,0.013498313,0,0,0,0,0,0.598847019,0,0,0,0,0.010404949,0,0,0.008577053,0,0,0,0
LKMB005_086,0,0,0,0.029781421,0,0,0,0,0,0,0,0,0.058128415,0,0.013592896,0,0,0,0.009357923,0,0.003142077,0,0,0,0,0.023019126,0,0.008469945,0,0,0,0,0,0,0,0,0,0,0.012568306,0,0.105874317,0,0,0,0,0.055601093,0.030669399,0.03681694,0,0,0,0,0,0,0.022745902,0,0,0,0.003551913,0,0.550409836,0,0.008811475,0,0,0,0,0.011885246,0.008743169,0.006010929,0,0,0
LKMB005_087,0,0.007111537,0,0.02605107,0.013412432,0,0,0,0,0,0,0,0.062566786,0,0,0,0,0,0.019602786,0,0.004495376,0,0,0.007258926,0,0.004126902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209513984,0,0,0,0,0,0.019639633,0.006006117,0,0,0,0,0,0,0.003242566,0,0,0,0.002173993,0.002173993,0.51656288,0,0,0,0,0.002395077,0,0,0.092781606,0,0,0,0
LKMB005_088,0,0,0,0.013776288,0.003718379,0,0,0,0,0,0,0,0.057360561,0.004754648,0,0,0,0,0.027064919,0,0,0,0,0.021761658,0.005303261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099908564,0,0.029929899,0,0,0,0.056872905,0,0,0,0.008046327,0,0,0,0,0,0,0.00347455,0,0,0.442182262,0.005851874,0,0,0,0,0,0.020725389,0.006461445,0.134958854,0,0.057848217,0
LKMB005_089,0,0.009429256,0,0.033925364,0,0,0,0,0,0.004490122,0,0.001297146,0.083017362,0,0,0,0,0.015914987,0,0,0.018409499,0,0,0,0,0,0,0,0,0,0,0,0,0.002444622,0,0,0,0,0,0,0.105767312,0,0.006785073,0,0,0,0,0,0,0,0,0,0,0,0.026192377,0,0,0,0.001746158,0,0.587457593,0,0,0,0,0.013270804,0,0.0102275,0.046547595,0.03307723,0,0,0
LKMB005_106,0,0,0,0.02479089,0.003829487,0.006348886,0,0,0,0,0.011589237,0,0.063488864,0,0,0,0,0,0.002317847,0,0.002620175,0,0,0,0,0.003728711,0,0,0,0,0,0,0,0,0.008666734,0,0,0,0.008465182,0,0.170916054,0,0,0,0.002519399,0,0.023178474,0,0.002317847,0,0.006348886,0,0,0,0.002821727,0.00927139,0,0,0.001108536,0.002217071,0.589237126,0,0,0,0,0,0,0.002116295,0.036178575,0.010984581,0,0,0.004938023
LKMB005_107,0,0.007665166,0.002433386,0.015086994,0,0,0,0,0,0.006813481,0,0,0.082370118,0,0,0,0,0,0.015330332,0,0.002190047,0,0,0.006813481,0,0.001338362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233726731,0,0.015573671,0,0,0.011315245,0.030295656,0.034067405,0,0,0,0,0,0,0.013261954,0,0,0,0.004623434,0,0.453218153,0,0,0,0,0,0,0.02263049,0.041245894,0,0,0,0
LKMB005_108,0,0,0,0.024124256,0,0,0,0,0,0,0,0,0.020158625,0,0,0,0,0,0.012227363,0,0,0,0,0.010575017,0,0.052544613,0,0,0,0,0,0,0.006609385,0,0,0,0.007931262,0,0.003304693,0,0.138466623,0.01354924,0.011566424,0,0,0,0.0042961,0,0,0,0,0.005287508,0,0.003965631,0,0,0,0.003304693,0,0,0.641440846,0,0,0,0,0.012227363,0,0,0.028420357,0,0,0,0
LKMB005_109,0,0,0,0.01801406,0,0.003368483,0,0,0,0,0,0,0.09314587,0,0,0,0,0.002343292,0.011570006,0,0.001757469,0,0,0.009666081,0,0.010837727,0.0076157,0,0,0,0,0,0,0.001171646,0,0,0,0,0.001611013,0.004247217,0.105008787,0,0,0.002050381,0,0,0.012155829,0,0,0,0,0,0.003222027,0,0.006297598,0,0,0,0.001318102,0,0.638107791,0,0.002489748,0.0076157,0.003222027,0.005711775,0,0.018892794,0.018599883,0.001464558,0,0.008494435,0
LKMB005_110,0,0.003210318,0,0.019959801,0,0.001144548,0,0,0,0,0,0,0.049606387,0,0,0.002289096,0,0,0.015604936,0,0.002484507,0,0.003098654,0,0,0.001004969,0,0,0,0.004689855,0,0.002121601,0,0,0,0,0,0,0,0,0.139606945,0,0.001982022,0,0,0,0.011277986,0,0,0,0,0,0,0,0.013650829,0,0,0,0,0.005555245,0.615906426,0,0,0,0,0.015297862,0,0.008542237,0.077494277,0.003182402,0,0,0
LKMB005_111,0,0.007311828,0,0.028387097,0,0,0,0,0,0,0,0,0.074193548,0,0,0,0,0,0.009462366,0,0,0.001505376,0,0.005591398,0,0.00344086,0,0,0,0,0,0.003870968,0,0.004946237,0,0,0,0,0,0.006021505,0.108172043,0,0,0,0.002795699,0.006451613,0.088817204,0,0,0,0,0.00516129,0,0,0.005591398,0,0,0,0.004731183,0,0.586236559,0,0,0,0,0.009032258,0,0,0.03483871,0.002580645,0,0,0
LKMB005_112,0,0.001166985,0,0.013579461,0.002121791,0,0,0,0,0,0,0,0.059304053,0,0,0,0,0,0.016337789,0,0,0,0.005304477,0.003394865,0,0.004880119,0,0,0,0,0,0,0,0,0,0,0,0,0.003819223,0,0.14056864,0,0.001379164,0,0,0,0.040844473,0,0,0,0,0,0.003925313,0,0.014428177,0,0,0,0.00233397,0.005198387,0.54848292,0,0,0.001273074,0,0.00466794,0,0.022172714,0.043390622,0.061425843,0,0,0
LKMB005_113,0,0,0,0.002798142,0,0,0.070177402,0,0,0,0,0.003973362,0.045665678,0,0.002518328,0,0,0,0,0,0.002294476,0,0,0,0,0.108455985,0,0,0,0,0,0,0.009345794,0.00374951,0,0,0,0,0.019531031,0.010129274,0.089820359,0,0,0,0.006771504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004197213,0,0.56875035,0.009513683,0,0,0,0.002518328,0,0.023896133,0,0.013263193,0.001343108,0,0
LKMB005_131,0.001498689,0,0,0,0,0,0,0,0,0,0,0,0.033158486,0,0,0,0.007025103,0,0,0,0,0,0.005058074,0,0,0.001498689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002248033,0.006556763,0,0,0,0.364275009,0,0,0,0.001967029,0,0,0,0,0,0.00384039,0,0,0,0.206257025,0,0,0,0,0,0,0.355751218,0.001592357,0,0.004215062,0.001498689,0.001124016
LKMB005_132,0,0,0,0.012818564,0,0,0,0,0.002279982,0.003141308,0,0,0.052236915,0,0.002229315,0,0.053098242,0,0,0.004458631,0,0,0.005370624,0.005623955,0,0,0,0,0,0,0,0,0,0,0.005725288,0,0,0,0.004053301,0,0,0,0.040178345,0,0,0,0.064802148,0,0,0,0,0,0,0,0,0,0.004762629,0.004103967,0.002837311,0,0.598773876,0,0,0,0,0,0,0.063940822,0,0.061863505,0.007701272,0,0
LKMB005_133,0,0,0,0,0,0,0,0,0,0,0,0,0.097177419,0,0,0,0,0,0,0,0,0,0,0.002150538,0,0,0.006586022,0,0,0,0,0.003360215,0,0,0,0,0,0.004166667,0,0,0,0,0.010215054,0.012365591,0,0,0.087096774,0,0,0.004973118,0,0,0,0,0,0,0,0,0.003225806,0,0.689516129,0,0,0,0,0,0,0.073790323,0,0.004166667,0.001209677,0,0
LKMB005_134,0,0,0,0.034761018,0,0,0,0,0,0,0,0,0.058555762,0,0,0,0,0,0,0.005172771,0.004758949,0.003103662,0,0,0,0.015932133,0,0,0,0,0,0,0,0.003517484,0,0,0,0,0.008690255,0,0,0,0,0,0,0,0.116490792,0.003103662,0,0,0,0,0,0,0,0,0,0,0.005172771,0,0.541692531,0,0,0.0076557,0,0,0,0.172356714,0,0.005172771,0.00248293,0.01013863,0
LKMB005_135,0,0,0,0.005122368,0,0,0,0,0,0,0,0,0.046480744,0,0,0,0.010244735,0,0,0,0,0.002276608,0.004742933,0,0.006450389,0.003604629,0,0,0,0,0,0.003794346,0,0,0,0,0,0,0.01062417,0,0,0,0.214190856,0,0,0.003604629,0,0,0,0,0.009296149,0,0.008726997,0,0,0,0,0.002466325,0.003794346,0,0.554733447,0,0.00493265,0,0.003035477,0,0,0.005312085,0,0,0.008916714,0.085941946,0.001707456
LKMB005_136,0,0,0,0.019359643,0,0,0,0,0,0,0,0,0.137751303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005956813,0,0,0,0,0,0,0,0.039463887,0,0,0,0,0,0,0,0,0,0,0.003723008,0,0,0.573343261,0,0,0,0,0,0,0.211466865,0,0.00893522,0,0,0
LKMB005_137,0,0,0,0.010822832,0,0,0,0,0,0,0,0,0.039683716,0,0.00222387,0,0,0,0,0,0,0,0,0,0,0.003409933,0,0,0,0,0.008104769,0,0,0,0,0,0,0,0.006226835,0,0,0.003607611,0.003854707,0,0,0,0.198962194,0,0.005930319,0,0,0,0,0.003409933,0,0,0.001531999,0,0,0,0.347566098,0,0,0,0,0,0,0.338127008,0.001877934,0,0.001729676,0.022139857,0
LKMB005_138,0,0,0,0.026578073,0,0,0,0.013289037,0,0,0,0,0.117228287,0,0,0,0,0,0,0,0,0,0,0,0.009492169,0,0,0,0,0,0,0,0.008068344,0,0,0,0,0,0,0,0,0,0.019458946,0,0,0,0.037019459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739439962,0,0,0,0.009017561,0,0,0.006644518,0,0,0.012814428,0,0
LKMB005_139,0,0,0,0.04158283,0,0,0,0,0,0,0,0,0.073392737,0,0,0,0,0,0,0,0,0,0,0,0,0.012072435,0,0,0,0,0,0,0,0.002874389,0,0,0,0,0,0,0,0,0.017437961,0,0,0,0.011018492,0,0,0,0.013701255,0,0,0,0,0.001628821,0,0.002970202,0.003640893,0,0.756347609,0,0,0,0.004407397,0,0,0.035163361,0,0.012072435,0.011689183,0,0
LKMB005_160,0,0,0,0.008287293,0,0,0,0,0,0,0,0,0.030189424,0,0,0,0,0,0,0,0,0,0.003157064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002959747,0,0.004538279,0,0,0.001973165,0,0.002565114,0,0,0.163378058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18409629,0,0,0,0,0,0,0.579123915,0.001381215,0,0.017758485,0,0
LKMB005_161,0,0,0,0.004031097,0,0,0,0,0,0,0,0,0.100057587,0.006622517,0,0,0,0,0,0,0.004175065,0.001871581,0,0,0.001583645,0.021163259,0,0,0.006046646,0,0,0,0,0,0.007342355,0.004894904,0,0,0.008062194,0,0.003743162,0.005614742,0.008206162,0,0,0.005326807,0.030953067,0,0,0,0.007630291,0,0,0,0,0,0,0,0.003599194,0,0.63446588,0,0,0,0,0,0,0.128275266,0,0.006334581,0,0,0
LKMB005_162,0,0,0,0.003642867,0,0,0,0,0,0,0,0,0.022784475,0,0,0,0,0,0,0,0,0,0,0,0,0.001324679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067889787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130215923,0,0,0,0,0,0,0.767518877,0,0,0.001192211,0.002715591,0
LKMB005_163,0.003317557,0,0,0,0,0,0,0.004025302,0,0,0,0,0.083292785,0,0.001725129,0,0,0,0,0,0.003759897,0,0,0,0.005175388,0.011898969,0,0,0,0,0,0,0,0,0,0,0,0,0.002477109,0,0,0.00725439,0.003804131,0,0,0,0.075153713,0,0.003007918,0,0,0,0,0,0,0,0,0,0.00486575,0,0.594152254,0,0,0,0,0,0,0.192860618,0,0,0.001503959,0,0
LKMB005_164,0,0,0,0.015012902,0,0,0.005160685,0,0,0,0,0,0.045586051,0.004144186,0.002736727,0,0,0,0,0,0.001720228,0,0.004222379,0,0,0.004456955,0,0,0,0,0,0,0,0,0,0,0,0,0.00250215,0,0.001094691,0.004769724,0.015247478,0,0,0,0.006802721,0,0,0,0,0,0,0,0,0,0.009226679,0,0.001954805,0,0.590507467,0,0,0,0.004535147,0,0,0.256392212,0,0.001798421,0.014543749,0,0.006098991
LKMB005_165,0,0,0.001267663,0.00521979,0.001565937,0,0,0,0,0,0,0,0.018381119,0,0.001752358,0,0.001006674,0,0,0,0.001118527,0,0,0,0.001640506,0.003131874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200663659,0,0,0,0,0,0,0,0,0,0,0,0.001379516,0,0.231982402,0,0,0,0,0,0.002684464,0.521345215,0,0.002833601,0.00167779,0,0
LKMB005_166,0,0,0,0.001953761,0,0,0,0,0,0,0,0,0.003907522,0,0,0,0,0,0.003256268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648323022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049820905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075219798,0,0,0,0,0,0,0.217518724,0,0,0,0,0
LKMB005_167,0,0,0,0.020680147,0,0,0,0,0,0.001102941,0,0,0.0515625,0,0,0,0,0,0,0,0,0.003492647,0,0,0,0.002205882,0,0,0,0,0,0,0,0,0,0,0,0,0.006985294,0,0.001470588,0,0,0,0,0,0.095955882,0,0,0,0,0,0.001194853,0,0,0,0,0.002022059,0,0,0.628676471,0,0,0,0,0,0,0.170863971,0.001930147,0.005055147,0.005055147,0,0
LKMB005_168,0,0,0.00380395,0,0,0,0,0,0,0.001097293,0,0,0.028529627,0.002706657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002121434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025603511,0,0,0,0,0,0,0,0,0,0,0,0.001316752,0,0.427359181,0,0,0,0,0,0,0.500073153,0.004608632,0,0.00277981,0,0