SampleID,Abiotrophia,Achromobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinomyces,Actinoplanes,Adlercreutzia,Aerococcus,AF12,Afipia,Aggregatibacter,Agrobacterium,Agromyces,Alcanivorax,Alistipes,Alkanindiges,Allobaculum,Alloiococcus,Amaricoccus,Aminobacter,Anaerobacillus,Anaerococcus,Anaeroplasma,Anaerostipes,Anoxybacillus,Arcobacter,Arthrobacter,Asticcacaulis,Azospirillum,Bacillus,Bacteroides,Balneimonas,Bdellovibrio,Bifidobacterium,Bilophila,Blastomonas,Bradyrhizobium,Brevibacillus,Brevibacterium,Brevundimonas,Brochothrix,Burkholderia,Butyricicoccus,Caldilinea,Candidatus Arthromitus,Candidatus Nitrososphaera,Capnocytophaga,Carnobacterium,Caulobacter,Cellvibrio,Citricoccus,Cloacibacterium,Clostridium,Cohnella,Collinsella,Comamonas,Coprococcus,Corynebacterium,Cryocola,Cupriavidus,Cytophaga,DA101,Dechloromonas,Dehalobacterium,Dermabacter,Dermacoccus,Dialister,Dietzia,Dorea,Eggerthella,Elizabethkingia,Enhydrobacter,Enterobacter,Enterococcus,Erysipelothrix,Exiguobacterium,Faecalibacterium,Finegoldia,Flavisolibacter,Flavobacterium,Fusobacterium,Gardnerella,Gemella,Georgenia,Gluconobacter,Gordonia,Granulicatella,Haemophilus,Halomonas,Herbaspirillum,Hyphomicrobium,Janthinobacterium,Jeotgalicoccus,Kineococcus,Kocuria,Laceyella,Lachnoanaerobaculum,Lactobacillus,Lactococcus,Lampropedia,Leptotrichia,Leucobacter,Leuconostoc,Luteimonas,Marinomonas,Massilia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Microbacterium,Micrococcus,Microlunatus,Moraxella,Morganella,Mucispirillum,Mycobacterium,Mycoplana,N09,Neisseria,Nesterenkonia,Nocardioides,Nocardiopsis,Novosphingobium,Ochrobactrum,Odoribacter,Oryzihumus,Oscillospira,Paenibacillus,Parabacteroides,Paracoccus,Pasteurella,Pedobacter,Peptoniphilus,Perlucidibaca,Petrobacter,Phenylobacterium,Phyllobacterium,Planctomyces,Planifilum,Planomicrobium,Porphyromonas,Prevotella,Propionibacterium,Pseudochrobactrum,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrobacter,Rheinheimera,Rhizobium,Rhodococcus,Rhodopila,Rhodoplanes,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Rubrobacter,Ruminobacter,Ruminococcus,Saccharopolyspora,Salinicoccus,SargSea-WGS,Sediminibacterium,Serinicoccus,Shewanella,Sphingobacterium,Sphingobium,Sphingopyxis,Spirosoma,Sporosarcina,Staphylococcus,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Sulfurospirillum,Sutterella,Thermicanus,Thermomonas,Turicibacter,Veillonella,Vibrio,WAL_1855D,Xanthobacter,Xanthomonas,Xylella,Yaniella
LK16S004-055,0,0,0,0,0.001018278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998778066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101828,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-056,0,0.0042123,0,0,0.319292334,0,0,0,0,0,0,0,0,0,0,0,0,0.01179444,0,0,0.0210615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068239259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210615,0.038753159,0,0,0,0,0,0,0,0,0,0,0,0,0.02316765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042123,0,0.00252738,0,0.049705139,0,0,0,0,0,0,0,0,0,0,0,0.01095198,0,0,0,0,0,0,0,0,0,0,0,0.00505476,0,0,0.339932603,0.00379107,0,0.01010952,0.066133109,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-057,0,0,0,0,0.000679277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998275682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001045041,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-058,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003826531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021683673,0,0,0.918367347,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-059,0,0,0,0,0.00837797,0.001236094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02623266,0,0,0,0,0,0,0.000549375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001236094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039005631,0,0,0,0.001510781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001648125,0,0,0,0,0.919104519,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-060,0,0,0,0,0.021338506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007759457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247332687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004849661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476236663,0,0,0,0.005819593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149369544,0,0,0,0.002909796,0,0,0,0,0,0.005819593,0,0,0,0,0,0
LK16S004-061,0,0,0,0,0.009607894,0,0,0,0,0,0,0.001558037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003895092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000779018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978966502,0,0,0,0.002337055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002856401,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-062,0,0,0.000880863,0,0.001211187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001541511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184761066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811385157,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-063,0,0,0,0,0.000416979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001584522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978233675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019764824,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-070,0,0,0,0,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001813734,0,0,0,0,0,0,0,0,0.498354986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499831281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-072,0,0,0,0,0.0009044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002128,0,0.853274459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143746343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004788,0,0,0,0.0007448,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-084,0,0,0,0,0.219475277,0,0.004540868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016649849,0,0,0,0.007568113,0,0,0,0,0.015136226,0,0,0,0.051463169,0,0,0,0,0,0,0,0.004036327,0,0.014127144,0,0,0,0,0,0,0,0,0,0.030776993,0,0,0,0.094349142,0.053985873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012108981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024217962,0.008577195,0,0.01715439,0,0,0.005045409,0,0,0,0,0,0,0,0,0,0.00605449,0.070131181,0,0,0,0.002522704,0,0,0,0,0,0,0,0.021695257,0,0,0,0,0.009586276,0,0,0,0,0,0,0,0,0,0,0.009586276,0,0,0.00605449,0.008577195,0,0.031281534,0.005045409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007568113,0,0,0,0,0,0,0,0,0,0,0.108980827,0.007063572,0,0.015136226,0.111503532,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-085,0,0,0,0,0.354166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104166667,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177083333,0,0,0,0.125,0,0,0,0,0,0.041666667,0,0,0,0,0,0
LK16S004-086,0,0,0,0,0.36627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021594684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009966777,0,0,0,0,0,0,0,0,0,0,0.025747508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021594684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050664452,0,0,0.013289037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005813953,0,0.062292359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009966777,0,0,0,0.103820598,0,0,0.085548173,0.188538206,0,0,0,0,0,0.034883721,0,0,0,0,0,0
LK16S004-087,0,0,0,0,0.490606936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007947977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025289017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037572254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010115607,0,0.097543353,0,0,0,0,0,0,0,0,0,0,0.018786127,0,0,0,0,0,0,0,0,0,0,0,0.00216763,0,0,0,0.011560694,0.030346821,0,0.010115607,0.23265896,0,0,0,0,0,0.022398844,0,0,0,0,0,0
LK16S004-088,0,0,0,0,0.258970359,0,0,0,0,0,0,0,0,0,0,0.00624025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028081123,0,0,0,0,0,0.010920437,0,0.010920437,0,0,0,0,0,0,0,0.215288612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026521061,0.017160686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029641186,0,0.046801872,0,0,0.043681747,0,0,0,0,0,0,0.010920437,0,0.099843994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014040562,0.009360374,0,0.068642746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057722309,0.015600624,0,0,0,0,0,0,0,0,0,0,0.029641186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-089,0,0,0,0,0.551136364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020454545,0,0,0,0,0,0,0,0,0,0.017045455,0,0,0,0,0.020454545,0.006818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044318182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040909091,0,0,0,0,0,0,0.010227273,0,0,0,0,0.043181818,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.004545455,0.011363636,0,0.047727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013636364,0,0,0.054545455,0.023863636,0,0,0,0,0.045454545,0,0,0,0,0,0,0
LK16S004-090,0,0,0,0.009966777,0.446843854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019933555,0,0,0.041528239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006644518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03986711,0,0,0,0,0,0.132890365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07641196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004983389,0.004983389,0,0,0.058139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034883721,0,0,0,0,0,0,0,0,0,0,0,0.044850498,0.028239203,0,0,0.018272425,0,0,0,0,0,0,0,0,0.031561462,0,0,0
LK16S004-091,0,0,0,0,0.720338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014830508,0,0,0,0,0.046610169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025423729,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01059322,0,0.065677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063559322,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-092,0,0,0,0,0.000470838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003413572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353128,0,0,0,0,0,0,0,0.994173386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001589077,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-093,0,0,0,0,0.43765586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003740648,0.006234414,0,0,0,0,0.017456359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057356608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077306733,0.037406484,0.02244389,0,0.06234414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089775561,0.006234414,0,0.133416459,0.048628429,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-094,0,0,0,0,0.226568006,0,0.047921071,0,0,0.007399577,0,0,0.008104299,0,0,0,0,0,0,0,0,0,0,0.017970402,0,0,0,0,0,0,0,0,0.010923185,0,0,0,0,0,0,0,0,0,0.003875969,0,0,0,0,0,0.015151515,0,0,0.002114165,0,0,0,0,0,0.005637773,0,0.132135307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007399577,0.014446794,0,0,0,0,0.010218464,0,0,0,0,0,0,0,0,0,0,0.023960536,0,0.020436927,0,0.073995772,0,0,0,0,0,0,0,0,0,0.074700493,0,0.015503876,0,0.001057082,0,0,0,0.010570825,0,0,0,0,0,0,0,0,0.009513742,0,0,0.003523608,0.006694856,0,0,0,0,0,0,0,0,0.012684989,0.005637773,0.027484144,0,0.025017618,0,0,0,0,0,0,0,0,0,0,0.002466526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128259338,0.007751938,0,0.014094433,0.019379845,0,0,0,0,0,0.007399577,0,0,0,0,0,0
