SampleID,Abiotrophia,Achromobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinomyces,Actinoplanes,Adlercreutzia,Aerococcus,AF12,Afipia,Aggregatibacter,Agrobacterium,Agromyces,Alcanivorax,Alistipes,Alkanindiges,Allobaculum,Alloiococcus,Amaricoccus,Aminobacter,Anaerobacillus,Anaerococcus,Anaeroplasma,Anaerostipes,Anoxybacillus,Arcobacter,Arthrobacter,Asticcacaulis,Azospirillum,Bacillus,Bacteroides,Balneimonas,Bdellovibrio,Bifidobacterium,Bilophila,Blastomonas,Bradyrhizobium,Brevibacillus,Brevibacterium,Brevundimonas,Brochothrix,Burkholderia,Butyricicoccus,Caldilinea,Candidatus Arthromitus,Candidatus Nitrososphaera,Capnocytophaga,Carnobacterium,Caulobacter,Cellvibrio,Citricoccus,Cloacibacterium,Clostridium,Cohnella,Collinsella,Comamonas,Coprococcus,Corynebacterium,Cryocola,Cupriavidus,Cytophaga,DA101,Dechloromonas,Dehalobacterium,Dermabacter,Dermacoccus,Dialister,Dietzia,Dorea,Eggerthella,Elizabethkingia,Enhydrobacter,Enterobacter,Enterococcus,Erysipelothrix,Exiguobacterium,Faecalibacterium,Finegoldia,Flavisolibacter,Flavobacterium,Fusobacterium,Gardnerella,Gemella,Georgenia,Gluconobacter,Gordonia,Granulicatella,Haemophilus,Halomonas,Herbaspirillum,Hyphomicrobium,Janthinobacterium,Jeotgalicoccus,Kineococcus,Kocuria,Laceyella,Lachnoanaerobaculum,Lactobacillus,Lactococcus,Lampropedia,Leptotrichia,Leucobacter,Leuconostoc,Luteimonas,Marinomonas,Massilia,Megamonas,Megasphaera,Mesorhizobium,Methanobrevibacter,Microbacterium,Micrococcus,Microlunatus,Moraxella,Morganella,Mucispirillum,Mycobacterium,Mycoplana,N09,Neisseria,Nesterenkonia,Nocardioides,Nocardiopsis,Novosphingobium,Ochrobactrum,Odoribacter,Oryzihumus,Oscillospira,Paenibacillus,Parabacteroides,Paracoccus,Pasteurella,Pedobacter,Peptoniphilus,Perlucidibaca,Petrobacter,Phenylobacterium,Phyllobacterium,Planctomyces,Planifilum,Planomicrobium,Porphyromonas,Prevotella,Propionibacterium,Pseudochrobactrum,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrobacter,Rheinheimera,Rhizobium,Rhodococcus,Rhodopila,Rhodoplanes,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Rubrobacter,Ruminobacter,Ruminococcus,Saccharopolyspora,Salinicoccus,SargSea-WGS,Sediminibacterium,Serinicoccus,Shewanella,Sphingobacterium,Sphingobium,Sphingopyxis,Spirosoma,Sporosarcina,Staphylococcus,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Sulfurospirillum,Sutterella,Thermicanus,Thermomonas,Turicibacter,Veillonella,Vibrio,WAL_1855D,Xanthobacter,Xanthomonas,Xylella,Yaniella
LK16S004-095,0,0,0,0.031152648,0.517133956,0,0,0,0,0,0,0,0,0,0,0,0.030114226,0,0,0,0,0,0.031152648,0,0,0,0,0.012461059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008307373,0,0,0,0,0,0,0,0.014537902,0,0,0,0,0,0,0,0,0,0.020768432,0.010384216,0,0,0,0,0,0.029075805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623053,0,0,0,0,0,0,0,0.043613707,0,0,0,0,0,0.021806854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623053,0,0.023883697,0,0.062305296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021806854,0,0,0,0,0,0,0.007268951,0,0,0,0,0.024922118,0,0,0,0.076843198,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-102,0.013826478,0,0,0,0.228136882,0,0,0,0.015209125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006913239,0,0,0,0.003110957,0,0,0,0,0,0,0,0,0,0,0,0.01071552,0,0,0.011752506,0,0,0,0,0.028689941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059108192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015209125,0,0.017283097,0,0,0,0,0,0,0,0,0,0,0,0.005530591,0,0,0.008987211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045627376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447977878,0.053577601,0,0,0,0,0.028344279,0,0,0,0,0,0,0
LK16S004-103,0,0,0,0,0.24260355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0.014792899,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739645,0,0,0,0,0,0.054733728,0,0,0.00887574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01035503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394970414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887574,0,0,0,0,0,0,0,0,0.026627219,0,0,0.023668639,0,0,0,0,0.139053254,0,0,0,0,0,0,0
LK16S004-104,0,0,0,0,0.098271156,0,0,0,0,0.013648772,0,0,0,0,0,0,0,0,0,0,0,0,0.047315742,0,0,0,0,0,0.018198362,0,0,0,0.007279345,0,0,0.082802548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013648772,0,0,0.030937216,0,0.031847134,0.007279345,0.022747953,0.030027298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005459509,0,0,0.011828935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078252957,0,0,0,0,0.01455869,0,0,0,0,0.01455869,0,0,0,0.029117379,0,0,0,0.002729754,0.017288444,0,0,0,0,0,0,0,0,0,0,0.006369427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042766151,0.011828935,0,0.035486806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018198362,0.043676069,0,0.028207461,0.12010919,0.015468608,0,0,0,0.079162875,0.020928116,0,0,0,0,0,0
LKMB005_012,0,0,0,0,0.031074939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121868724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009089948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036254096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703942501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022090688,0,0,0,0,0,0,0,0,0,0.023041962,0,0,0,0.031286333,0,0,0,0,0,0,0.014480499,0,0,0,0,0
LKMB005_013,0,0,0,0,0.034062388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122624597,0.003944066,0.004033704,0,0,0,0.002778774,0,0,0,0.000358551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011473646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002151309,0,0,0,0,0,0,0,0.001613482,0,0.782807458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009143062,0.007171029,0,0,0,0,0,0,0,0,0,0,0,0.001972033,0.001792757,0,0,0.004392255,0,0,0.006095375,0,0,0,0.003585515,0,0,0,0,0
LKMB005_014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995699785,0,0,0,0.003750188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_015,0,0.001411827,0,0,0.012246774,0,0,0.005680139,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316151,0,0,0,0,0,0,0.000952162,0.060774206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016515087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001378993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004563811,0,0,0,0,0,0.006632301,0,0,0,0,0,0,0,0,0,0,0,0.000492498,0,0,0,0,0,0,0.001871491,0,0,0,0,0,0,0,0,0,0,0,0,0.000787996,0,0.812818071,0,0,0,0,0,0,0.007091966,0,0,0.00196999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050234757,0,0,0,0.005417474,0,0,0,0,0,0,0,0,0,0.001477493,0,0
LKMB005_016,0,0,0,0,0.025013329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004665008,0,0,0.058201528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003776435,0,0.011151591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007330727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002799005,0,0,0,0,0,0,0,0,0.006531011,0.008041585,0,0,0,0,0,0,0,0.00195486,0,0,0,0,0,0,0.001377288,0,0.834059001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007464013,0,0,0,0,0,0,0,0,0,0,0,0.007508441,0.006308868,0,0,0.01150702,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_017,0,0,0,0,0.001088325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341435,0,0,0.001237703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024220567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298756,0.000448134,0,0.971148716,0,0,0,0,0.000512153,0,0,0,0,0,0,0,0
LKMB005_018,0,0,0,0,0.006384677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002992817,0,0,0,0,0,0.078478319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004522479,0.00405693,0.005786113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518755,0,0,0,0,0,0,0,0,0.001596169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339186,0,0,0,0,0,0,0,0,0,0,0,0.003059324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003990423,0,0.723064645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112330407,0.019420059,0,0,0.016693269,0,0,0,0,0,0,0,0,0,0.003458367,0,0
LKMB005_019,0,0,0,0,0.002145515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706119,0.002824475,0.001385079,0,0,0,0,0,0,0,0,0,0,0.000760436,0,0,0,0,0,0,0,0,0,0,0.000543168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001249287,0,0,0,0,0,0,0,0.000461693,0,0,0,0.001086337,0,0,0,0,0.000325901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067896,0,0,0,0,0,0,0.046549523,0,0,0,0,0,0,0,0,0,0,0.000597485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977703,0,0,0.939409576,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002858282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819817,0,0,0,0,0.000443145,0,0,0,0,0,0,0,0,0,0,0.000465302,0.000288044,0,0,0,0,0,0,0,0,0.000310201,0,0.044668971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003589471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376673,0,0.05714349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004697332,0,0,0.883076309,0.000864132,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_035,0,0,0,0,0.021195081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089229438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000556139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011864302,0,0.016498795,0.062287586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011308163,0,0,0.006982636,0,0,0.009639745,0,0,0,0.001977384,0,0.001483038,0,0,0,0,0,0.012420441,0,0,0,0,0,0,0.64981771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016375209,0,0,0,0,0,0,0,0,0,0,0,0,0.008403881,0,0.069084842,0,0,0,0,0,0,0,0,0,0,0,0,0.01087561
LKMB005_036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005926776,0,0,0,0,0.088423669,0,0,0,0,0,0,0,0,0,0.010324061,0,0,0,0,0,0,0,0,0,0,0,0.008412198,0,0,0,0,0,0.014434566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013861008,0,0,0,0,0,0,0,0,0.010037281,0,0,0,0,0,0,0,0.004588471,0,0,0.154765319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001720677,0.015868464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004206099,0,0,0,0,0,0,0,0,0,0,0,0,0.576713507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010419654,0,0,0,0,0.006404741,0,0.003250167,0.070643342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009805356,0,0,0,0,0,0,0,0,0,0,0,0.020049759,0,0,0,0,0.060441973,0,0,0,0,0,0,0,0,0,0.017122786,0,0,0,0,0,0,0,0,0,0,0,0.003073321,0.007902825,0,0,0.003805064,0,0.009219962,0,0,0,0.008780916,0,0,0,0,0,0.006878384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009951705,0.006000293,0,0.101419581,0,0,0,0,0,0.015805649,0,0,0,0,0,0.013025026,0,0,0,0,0,0,0,0,0,0,0,0,0.004244109,0,0,0,0,0,0,0,0.007902825,0,0,0,0,0,0.011707888,0,0,0,0,0,0,0,0,0,0,0,0,0.000731743,0,0.623298697,0,0,0.001756183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017269135,0,0,0,0,0,0,0,0.006000293,0.033806527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_038,0,0,0,0,0.012471655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0,0,0,0,0,0,0,0,0,0.008314437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01095994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10808768,0,0,0,0,0,0.009448224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01814059,0,0,0,0,0.030990174,0,0,0,0,0,0,0,0,0.003401361,0,0,0,0.639455782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016628874,0,0,0,0.004535147,0,0,0,0.013227513,0.020030234,0.007936508,0.014739229,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_039,0,0,0,0,0.057479735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062883812,0.005404078,0,0,0,0,0,0,0,0,0.011299435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005404078,0,0,0.016949153,0,0,0,0.017440432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002702039,0,0,0,0,0.003684598,0,0,0,0,0,0,0.019651191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008843036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006386637,0,0,0,0,0,0.006386637,0,0,0,0.673790224,0,0,0,0,0,0,0,0.009334316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001228199,0,0,0,0.053549496,0.026283468,0,0,0,0,0.011299435,0,0,0,0,0,0,0,0,0,0
LKMB005_040,0,0,0,0,0.048372376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009735321,0,0,0,0,0,0,0,0,0.08731366,0,0,0,0,0,0,0,0,0,0.018253727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005171889,0.017036812,0.015211439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009431092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092789778,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006693033,0,0,0.004563432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007909948,0,0,0,0,0,0,0,0,0,0,0.001216915,0,0.599330697,0,0,0,0,0.009735321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003954974,0,0,0,0.00486766,0,0.005171889,0,0.005780347,0.041679343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_041,0,0,0,0,0.029814172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103532775,0,0,0,0,0,0,0.010618746,0,0,0.014907086,0,0.00398203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009087196,0,0.013273433,0,0,0.010720849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673882,0,0,0,0,0,0,0,0,0.013579743,0,0,0.06412089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490096,0,0,0,0,0,0,0,0,0,0,0,0.013171329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001735757,0.005717786,0,0.599652849,0,0,0,0,0,0,0,0,0.055237901,0,0,0,0,0,0,0,0,0,0.00551358,0,0,0,0,0,0,0,0.025423729,0.00827037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKMB005_042,0,0.015577487,0,0,0.005548146,0,0.002240597,0,0,0.000640171,0,0,0,0.003147506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043211523,0,0,0,0,0,0,0,0,0,0.031101627,0,0,0,0,0,0,0,0,0,0.008482262,0,0,0,0,0,0.021872499,0,0.023793011,0,0,0.005601494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853561,0,0,0,0,0,0,0.001867165,0,0,0,0,0,0,0,0.006881835,0,0.228220859,0.005281408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293945,0,0.003467591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007522006,0,0,0,0.024059749,0,0,0,0,0,0,0,0.005974927,0,0,0.002240597,0.000533476,0.459695919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008322219,0,0,0,0,0,0,0,0.010722859,0.055801547,0,0.001333689,0,0,0.013710323,0,0,0,0,0,0,0,0,0,0
LKMB005_043,0,0.010277972,0,0,0.012205092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03725765,0,0,0.002686288,0,0,0,0.002219108,0,0,0.026804485,0,0,0,0,0,0,0,0,0,0.001401542,0,0,0,0,0,0.034571362,0.001051156,0.002102313,0.000700771,0,0,0,0,0,0,0,0,0,0,0,0.00216071,0,0,0,0.001051156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005080589,0,0.29998832,0,0,0,0,0,0.00794207,0,0,0,0,0,0,0,0,0,0,0,0,0.000525578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058864751,0,0,0,0,0.002744686,0,0,0,0,0.001401542,0,0.014774585,0.393774819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007766877,0,0.001459939,0.001459939,0,0,0,0,0,0.054660126,0,0.013489839,0,0,0,0,0,0,0,0,0,0,0.001576734,0,0